asset.dynamic_education_asset.program_name,STRING
asset.dynamic_education_asset.school_name,STRING
asset.dynamic_education_asset.similar_program_ids,STRING
asset.dynamic_education_asset.subject,STRING
asset.dynamic_education_asset.thumbnail_image_url,STRING
asset.dynamic_flights_asset.android_app_link,STRING
asset.dynamic_flights_asset.custom_mapping,STRING
asset.dynamic_flights_asset.destination_id,STRING
asset.dynamic_flights_asset.destination_name,STRING
asset.dynamic_flights_asset.flight_description,STRING
asset.dynamic_flights_asset.flight_price,STRING
asset.dynamic_flights_asset.flight_sale_price,STRING
asset.dynamic_flights_asset.formatted_price,STRING
asset.dynamic_flights_asset.formatted_sale_price,STRING
asset.dynamic_flights_asset.image_url,STRING
asset.dynamic_flights_asset.ios_app_link,STRING
asset.dynamic_flights_asset.ios_app_store_id,INT64
asset.dynamic_flights_asset.origin_id,STRING
asset.dynamic_flights_asset.origin_name,STRING
asset.dynamic_flights_asset.similar_destination_ids,STRING
asset.dynamic_hotels_and_rentals_asset.address,STRING
asset.dynamic_hotels_and_rentals_asset.android_app_link,STRING
asset.dynamic_hotels_and_rentals_asset.category,STRING
asset.dynamic_hotels_and_rentals_asset.contextual_keywords,STRING
asset.dynamic_hotels_and_rentals_asset.description,STRING
asset.dynamic_hotels_and_rentals_asset.destination_name,STRING
asset.dynamic_hotels_and_rentals_asset.formatted_price,STRING
asset.dynamic_hotels_and_rentals_asset.formatted_sale_price,STRING
asset.dynamic_hotels_and_rentals_asset.image_url,STRING
asset.dynamic_hotels_and_rentals_asset.ios_app_link,STRING
asset.dynamic_hotels_and_rentals_asset.ios_app_store_id,INT64
asset.dynamic_hotels_and_rentals_asset.price,STRING
asset.dynamic_hotels_and_rentals_asset.property_id,STRING
asset.dynamic_hotels_and_rentals_asset.property_name,STRING
asset.dynamic_hotels_and_rentals_asset.sale_price,STRING
asset.dynamic_hotels_and_rentals_asset.similar_property_ids,STRING
asset.dynamic_hotels_and_rentals_asset.star_rating,INT64
asset.dynamic_jobs_asset.address,STRING
asset.dynamic_jobs_asset.android_app_link,STRING
asset.dynamic_jobs_asset.contextual_keywords,STRING
asset.dynamic_jobs_asset.description,STRING
asset.dynamic_jobs_asset.image_url,STRING
asset.dynamic_jobs_asset.ios_app_link,STRING
asset.dynamic_jobs_asset.ios_app_store_id,INT64
asset.dynamic_jobs_asset.job_category,STRING
asset.dynamic_jobs_asset.job_id,STRING
asset.dynamic_jobs_asset.job_subtitle,STRING
asset.dynamic_jobs_asset.job_title,STRING
asset.dynamic_jobs_asset.location_id,STRING
asset.dynamic_jobs_asset.salary,STRING
asset.dynamic_jobs_asset.similar_job_ids,STRING
asset.dynamic_local_asset.address,STRING
asset.dynamic_local_asset.android_app_link,STRING
asset.dynamic_local_asset.category,STRING
asset.dynamic_local_asset.contextual_keywords,STRING
asset.dynamic_local_asset.deal_id,STRING
asset.dynamic_local_asset.deal_name,STRING
asset.dynamic_local_asset.description,STRING
asset.dynamic_local_asset.formatted_price,STRING
asset.dynamic_local_asset.formatted_sale_price,STRING
asset.dynamic_local_asset.image_url,STRING
asset.dynamic_local_asset.ios_app_link,STRING
asset.dynamic_local_asset.ios_app_store_id,INT64
asset.dynamic_local_asset.price,STRING
asset.dynamic_local_asset.sale_price,STRING
asset.dynamic_local_asset.similar_deal_ids,STRING
asset.dynamic_local_asset.subtitle,STRING
asset.dynamic_real_estate_asset.address,STRING
asset.dynamic_real_estate_asset.android_app_link,STRING
asset.dynamic_real_estate_asset.city_name,STRING
asset.dynamic_real_estate_asset.contextual_keywords,STRING
asset.dynamic_real_estate_asset.description,STRING
asset.dynamic_real_estate_asset.formatted_price,STRING
asset.dynamic_real_estate_asset.image_url,STRING
asset.dynamic_real_estate_asset.ios_app_link,STRING
asset.dynamic_real_estate_asset.ios_app_store_id,INT64
asset.dynamic_real_estate_asset.listing_id,STRING
asset.dynamic_real_estate_asset.listing_name,STRING
asset.dynamic_real_estate_asset.listing_type,STRING
asset.dynamic_real_estate_asset.price,STRING
asset.dynamic_real_estate_asset.property_type,STRING
asset.dynamic_real_estate_asset.similar_listing_ids,STRING
asset.dynamic_travel_asset.android_app_link,STRING
asset.dynamic_travel_asset.category,STRING
asset.dynamic_travel_asset.contextual_keywords,STRING
asset.dynamic_travel_asset.destination_address,STRING
asset.dynamic_travel_asset.destination_id,STRING
asset.dynamic_travel_asset.destination_name,STRING
asset.dynamic_travel_asset.formatted_price,STRING
asset.dynamic_travel_asset.formatted_sale_price,STRING
asset.dynamic_travel_asset.image_url,STRING
asset.dynamic_travel_asset.ios_app_link,STRING
asset.dynamic_travel_asset.ios_app_store_id,INT64
asset.dynamic_travel_asset.origin_id,STRING
asset.dynamic_travel_asset.origin_name,STRING
asset.dynamic_travel_asset.price,STRING
asset.dynamic_travel_asset.sale_price,STRING
asset.dynamic_travel_asset.similar_destination_ids,STRING
asset.dynamic_travel_asset.title,STRING
asset.field_type_policy_summaries,MESSAGE
asset.final_mobile_urls,STRING
asset.final_url_suffix,STRING
asset.final_urls,STRING
asset.hotel_callout_asset.language_code,STRING
asset.hotel_callout_asset.text,STRING
asset.hotel_property_asset.hotel_address,STRING
asset.hotel_property_asset.hotel_name,STRING
asset.hotel_property_asset.place_id,STRING
asset.id,INT64
asset.image_asset.file_size,INT64
asset.image_asset.full_size.height_pixels,INT64
asset.image_asset.full_size.url,STRING
asset.image_asset.full_size.width_pixels,INT64
asset.image_asset.mime_type,ENUM
asset.lead_form_asset.background_image_asset,RESOURCE_NAME
asset.lead_form_asset.business_name,STRING
asset.lead_form_asset.call_to_action_description,STRING
asset.lead_form_asset.call_to_action_type,ENUM
asset.lead_form_asset.custom_disclosure,STRING
asset.lead_form_asset.custom_question_fields,MESSAGE
asset.lead_form_asset.delivery_methods,MESSAGE
asset.lead_form_asset.description,STRING
asset.lead_form_asset.desired_intent,ENUM
asset.lead_form_asset.fields,MESSAGE
asset.lead_form_asset.headline,STRING
asset.lead_form_asset.post_submit_call_to_action_type,ENUM
asset.lead_form_asset.post_submit_description,STRING
asset.lead_form_asset.post_submit_headline,STRING
asset.lead_form_asset.privacy_policy_url,STRING
asset.location_asset.business_profile_locations,MESSAGE
asset.location_asset.location_ownership_type,ENUM
asset.location_asset.place_id,STRING
asset.mobile_app_asset.app_id,STRING
asset.mobile_app_asset.app_store,ENUM
asset.mobile_app_asset.end_date,DATE
asset.mobile_app_asset.link_text,STRING
asset.mobile_app_asset.start_date,DATE
asset.name,STRING
asset.page_feed_asset.labels,STRING
asset.page_feed_asset.page_url,STRING
asset.policy_summary.approval_status,ENUM
asset.policy_summary.policy_topic_entries,MESSAGE
asset.policy_summary.review_status,ENUM
asset.price_asset.language_code,STRING
asset.price_asset.price_offerings,MESSAGE
asset.price_asset.price_qualifier,ENUM
asset.price_asset.type,ENUM
asset.promotion_asset.ad_schedule_targets,MESSAGE
asset.promotion_asset.discount_modifier,ENUM
asset.promotion_asset.end_date,DATE
asset.promotion_asset.language_code,STRING
asset.promotion_asset.money_amount_off.amount_micros,INT64
asset.promotion_asset.money_amount_off.currency_code,STRING
asset.promotion_asset.occasion,ENUM
asset.promotion_asset.orders_over_amount.amount_micros,INT64
asset.promotion_asset.orders_over_amount.currency_code,STRING
asset.promotion_asset.percent_off,INT64
asset.promotion_asset.promotion_code,STRING
asset.promotion_asset.promotion_target,STRING
asset.promotion_asset.redemption_end_date,DATE
asset.promotion_asset.redemption_start_date,DATE
asset.promotion_asset.start_date,DATE
asset.resource_name,RESOURCE_NAME
asset.sitelink_asset.ad_schedule_targets,MESSAGE
asset.sitelink_asset.description1,STRING
asset.sitelink_asset.description2,STRING
asset.sitelink_asset.end_date,DATE
asset.sitelink_asset.link_text,STRING
asset.sitelink_asset.start_date,DATE
asset.source,ENUM
asset.structured_snippet_asset.header,STRING
asset.structured_snippet_asset.values,STRING
asset.text_asset.text,STRING
asset.tracking_url_template,STRING
asset.type,ENUM
asset.url_custom_parameters,MESSAGE
asset.youtube_video_asset.youtube_video_id,STRING
asset.youtube_video_asset.youtube_video_title,STRING
asset_field_type_view.field_type,ENUM
asset_field_type_view.resource_name,RESOURCE_NAME
asset_group.ad_strength,ENUM
asset_group.campaign,RESOURCE_NAME
asset_group.final_mobile_urls,STRING
asset_group.final_urls,STRING
asset_group.id,INT64
asset_group.name,STRING
asset_group.path1,STRING
asset_group.path2,STRING
asset_group.resource_name,RESOURCE_NAME
asset_group.status,ENUM
asset_group_asset.asset,RESOURCE_NAME
asset_group_asset.asset_group,RESOURCE_NAME
asset_group_asset.field_type,ENUM
asset_group_asset.performance_label,ENUM
asset_group_asset.policy_summary.approval_status,ENUM
asset_group_asset.policy_summary.policy_topic_entries,MESSAGE
asset_group_asset.policy_summary.review_status,ENUM
asset_group_asset.resource_name,RESOURCE_NAME
asset_group_asset.status,ENUM
asset_group_listing_group_filter.asset_group,RESOURCE_NAME
asset_group_listing_group_filter.case_value.product_bidding_category.id,INT64
asset_group_listing_group_filter.case_value.product_bidding_category.level,ENUM
asset_group_listing_group_filter.case_value.product_brand.value,STRING
asset_group_listing_group_filter.case_value.product_channel.channel,ENUM
asset_group_listing_group_filter.case_value.product_condition.condition,ENUM
asset_group_listing_group_filter.case_value.product_custom_attribute.index,ENUM
asset_group_listing_group_filter.case_value.product_custom_attribute.value,STRING
asset_group_listing_group_filter.case_value.product_item_id.value,STRING
asset_group_listing_group_filter.case_value.product_type.level,ENUM
asset_group_listing_group_filter.case_value.product_type.value,STRING
asset_group_listing_group_filter.id,INT64
asset_group_listing_group_filter.parent_listing_group_filter,RESOURCE_NAME
asset_group_listing_group_filter.resource_name,RESOURCE_NAME
asset_group_listing_group_filter.type,ENUM
asset_group_listing_group_filter.vertical,ENUM
asset_group_product_group_view.asset_group,RESOURCE_NAME
asset_group_product_group_view.asset_group_listing_group_filter,RESOURCE_NAME
asset_group_product_group_view.resource_name,RESOURCE_NAME
asset_group_signal.asset_group,RESOURCE_NAME
asset_group_signal.audience.audience,RESOURCE_NAME
asset_group_signal.resource_name,RESOURCE_NAME
asset_set.business_profile_location_group.dynamic_business_profile_location_group_filter.business_name_filter.business_name,STRING
asset_set.business_profile_location_group.dynamic_business_profile_location_group_filter.business_name_filter.filter_type,ENUM
asset_set.business_profile_location_group.dynamic_business_profile_location_group_filter.label_filters,STRING
asset_set.business_profile_location_group.dynamic_business_profile_location_group_filter.listing_id_filters,INT64
asset_set.hotel_property_data.hotel_center_id,INT64
asset_set.hotel_property_data.partner_name,STRING
asset_set.id,INT64
asset_set.location_set.business_profile_location_set.business_name_filter,STRING
asset_set.location_set.business_profile_location_set.label_filters,STRING
asset_set.location_set.business_profile_location_set.listing_id_filters,INT64
asset_set.location_set.chain_location_set.relationship_type,ENUM
asset_set.location_set.location_ownership_type,ENUM
asset_set.merchant_center_feed.feed_label,STRING
asset_set.merchant_center_feed.merchant_id,INT64
asset_set.name,STRING
asset_set.resource_name,RESOURCE_NAME
asset_set.status,ENUM
asset_set.type,ENUM
asset_set_asset.asset,RESOURCE_NAME
asset_set_asset.asset_set,RESOURCE_NAME
asset_set_asset.resource_name,RESOURCE_NAME
asset_set_asset.status,ENUM
asset_set_type_view.asset_set_type,ENUM
asset_set_type_view.resource_name,RESOURCE_NAME
audience.description,STRING
audience.dimensions,MESSAGE
audience.dimensions.audience_segments.segments.custom_audience.custom_audience,RESOURCE_NAME
audience.dimensions.audience_segments.segments.detailed_demographic.detailed_demographic,RESOURCE_NAME
audience.dimensions.audience_segments.segments.life_event.life_event,RESOURCE_NAME
audience.dimensions.audience_segments.segments.user_interest.user_interest_category,RESOURCE_NAME
audience.dimensions.audience_segments.segments.user_list.user_list,RESOURCE_NAME
audience.exclusion_dimension,MESSAGE
audience.exclusion_dimension.exclusions.user_list.user_list,RESOURCE_NAME
audience.id,INT64
audience.name,STRING
audience.resource_name,RESOURCE_NAME
audience.status,ENUM
batch_job.id,INT64
batch_job.long_running_operation,STRING
batch_job.metadata.completion_date_time,DATE
batch_job.metadata.creation_date_time,DATE
batch_job.metadata.estimated_completion_ratio,DOUBLE
batch_job.metadata.executed_operation_count,INT64
batch_job.metadata.execution_limit_seconds,INT32
batch_job.metadata.operation_count,INT64
batch_job.metadata.start_date_time,DATE
batch_job.next_add_sequence_token,STRING
batch_job.resource_name,RESOURCE_NAME
batch_job.status,ENUM
bidding_data_exclusion.advertising_channel_types,ENUM
bidding_data_exclusion.campaigns,RESOURCE_NAME
bidding_data_exclusion.data_exclusion_id,INT64
bidding_data_exclusion.description,STRING
bidding_data_exclusion.devices,ENUM
bidding_data_exclusion.end_date_time,STRING
bidding_data_exclusion.name,STRING
bidding_data_exclusion.resource_name,RESOURCE_NAME
bidding_data_exclusion.scope,ENUM
bidding_data_exclusion.start_date_time,STRING
bidding_data_exclusion.status,ENUM
bidding_seasonality_adjustment.advertising_channel_types,ENUM
bidding_seasonality_adjustment.campaigns,RESOURCE_NAME
bidding_seasonality_adjustment.conversion_rate_modifier,DOUBLE
bidding_seasonality_adjustment.description,STRING
bidding_seasonality_adjustment.devices,ENUM
bidding_seasonality_adjustment.end_date_time,STRING
bidding_seasonality_adjustment.name,STRING
bidding_seasonality_adjustment.resource_name,RESOURCE_NAME
bidding_seasonality_adjustment.scope,ENUM
bidding_seasonality_adjustment.seasonality_adjustment_id,INT64
bidding_seasonality_adjustment.start_date_time,STRING
bidding_seasonality_adjustment.status,ENUM
bidding_strategy.aligned_campaign_budget_id,INT64
bidding_strategy.campaign_count,INT64
bidding_strategy.currency_code,STRING
bidding_strategy.effective_currency_code,STRING
bidding_strategy.enhanced_cpc,MESSAGE
bidding_strategy.id,INT64
bidding_strategy.maximize_conversion_value.cpc_bid_ceiling_micros,INT64
bidding_strategy.maximize_conversion_value.cpc_bid_floor_micros,INT64
bidding_strategy.maximize_conversion_value.target_roas,DOUBLE
bidding_strategy.maximize_conversions.cpc_bid_ceiling_micros,INT64
bidding_strategy.maximize_conversions.cpc_bid_floor_micros,INT64
bidding_strategy.maximize_conversions.target_cpa_micros,INT64
bidding_strategy.name,STRING
bidding_strategy.non_removed_campaign_count,INT64
bidding_strategy.resource_name,RESOURCE_NAME
bidding_strategy.status,ENUM
bidding_strategy.target_cpa.cpc_bid_ceiling_micros,INT64
bidding_strategy.target_cpa.cpc_bid_floor_micros,INT64
bidding_strategy.target_cpa.target_cpa_micros,INT64
bidding_strategy.target_impression_share.cpc_bid_ceiling_micros,INT64
bidding_strategy.target_impression_share.location,ENUM
bidding_strategy.target_impression_share.location_fraction_micros,INT64
bidding_strategy.target_roas.cpc_bid_ceiling_micros,INT64
bidding_strategy.target_roas.cpc_bid_floor_micros,INT64
bidding_strategy.target_roas.target_roas,DOUBLE
bidding_strategy.target_spend.cpc_bid_ceiling_micros,INT64
bidding_strategy.target_spend.target_spend_micros,INT64
bidding_strategy.type,ENUM
bidding_strategy_simulation.bidding_strategy_id,INT64
bidding_strategy_simulation.end_date,DATE
bidding_strategy_simulation.modification_method,ENUM
bidding_strategy_simulation.resource_name,RESOURCE_NAME
bidding_strategy_simulation.start_date,DATE
bidding_strategy_simulation.target_cpa_point_list.points,MESSAGE
bidding_strategy_simulation.target_roas_point_list.points,MESSAGE
bidding_strategy_simulation.type,ENUM
billing_setup.end_date_time,DATE
billing_setup.end_time_type,ENUM
billing_setup.id,INT64
billing_setup.payments_account,RESOURCE_NAME
billing_setup.payments_account_info.payments_account_id,STRING
billing_setup.payments_account_info.payments_account_name,STRING
billing_setup.payments_account_info.payments_profile_id,STRING
billing_setup.payments_account_info.payments_profile_name,STRING
billing_setup.payments_account_info.secondary_payments_profile_id,STRING
billing_setup.resource_name,RESOURCE_NAME
billing_setup.start_date_time,DATE
billing_setup.status,ENUM
call_view.call_duration_seconds,INT64
call_view.call_status,ENUM
call_view.call_tracking_display_location,ENUM
call_view.caller_area_code,STRING
call_view.caller_country_code,STRING
call_view.end_call_date_time,DATE
call_view.resource_name,RESOURCE_NAME
call_view.start_call_date_time,DATE
call_view.type,ENUM
campaign.accessible_bidding_strategy,RESOURCE_NAME
campaign.ad_serving_optimization_status,ENUM
campaign.advertising_channel_sub_type,ENUM
campaign.advertising_channel_type,ENUM
campaign.app_campaign_setting.app_id,STRING
campaign.app_campaign_setting.app_store,ENUM
campaign.app_campaign_setting.bidding_strategy_goal_type,ENUM
campaign.audience_setting.use_audience_grouped,BOOLEAN
campaign.base_campaign,RESOURCE_NAME
campaign.bidding_strategy,RESOURCE_NAME
campaign.bidding_strategy_system_status,ENUM
campaign.bidding_strategy_type,ENUM
campaign.campaign_budget,RESOURCE_NAME
campaign.campaign_group,RESOURCE_NAME
campaign.commission.commission_rate_micros,INT64
campaign.dynamic_search_ads_setting.domain_name,STRING
campaign.dynamic_search_ads_setting.feeds,RESOURCE_NAME
campaign.dynamic_search_ads_setting.language_code,STRING
campaign.dynamic_search_ads_setting.use_supplied_urls_only,BOOLEAN
campaign.end_date,DATE
campaign.excluded_parent_asset_field_types,ENUM
campaign.excluded_parent_asset_set_types,ENUM
campaign.experiment_type,ENUM
campaign.final_url_suffix,STRING
campaign.frequency_caps,MESSAGE
campaign.geo_target_type_setting.negative_geo_target_type,ENUM
campaign.geo_target_type_setting.positive_geo_target_type,ENUM
campaign.hotel_property_asset_set,RESOURCE_NAME
campaign.hotel_setting.hotel_center_id,INT64
campaign.id,INT64
campaign.labels,RESOURCE_NAME
campaign.local_campaign_setting.location_source_type,ENUM
campaign.local_services_campaign_settings.category_bids,MESSAGE
campaign.manual_cpa,MESSAGE
campaign.manual_cpc.enhanced_cpc_enabled,BOOLEAN
campaign.manual_cpm,MESSAGE
campaign.manual_cpv,MESSAGE
campaign.maximize_conversion_value.target_roas,DOUBLE
campaign.maximize_conversions.target_cpa_micros,INT64
campaign.name,STRING
campaign.network_settings.target_content_network,BOOLEAN
campaign.network_settings.target_google_search,BOOLEAN
campaign.network_settings.target_partner_search_network,BOOLEAN
campaign.network_settings.target_search_network,BOOLEAN
campaign.optimization_goal_setting.optimization_goal_types,ENUM
campaign.optimization_score,DOUBLE
campaign.payment_mode,ENUM
campaign.percent_cpc.cpc_bid_ceiling_micros,INT64
campaign.percent_cpc.enhanced_cpc_enabled,BOOLEAN
campaign.performance_max_upgrade.performance_max_campaign,RESOURCE_NAME
campaign.performance_max_upgrade.pre_upgrade_campaign,RESOURCE_NAME
campaign.performance_max_upgrade.status,ENUM
campaign.primary_status,ENUM
campaign.primary_status_reasons,ENUM
campaign.real_time_bidding_setting.opt_in,BOOLEAN
campaign.resource_name,RESOURCE_NAME
campaign.selective_optimization.conversion_actions,RESOURCE_NAME
campaign.serving_status,ENUM
campaign.shopping_setting.campaign_priority,INT32
campaign.shopping_setting.enable_local,BOOLEAN
campaign.shopping_setting.feed_label,STRING
campaign.shopping_setting.merchant_id,INT64
campaign.shopping_setting.sales_country,STRING
campaign.shopping_setting.use_vehicle_inventory,BOOLEAN
campaign.start_date,DATE
campaign.status,ENUM
campaign.target_cpa.cpc_bid_ceiling_micros,INT64
campaign.target_cpa.cpc_bid_floor_micros,INT64
campaign.target_cpa.target_cpa_micros,INT64
campaign.target_cpm.target_frequency_goal.target_count,INT64
campaign.target_cpm.target_frequency_goal.time_unit,ENUM
campaign.target_impression_share.cpc_bid_ceiling_micros,INT64
campaign.target_impression_share.location,ENUM
campaign.target_impression_share.location_fraction_micros,INT64
campaign.target_roas.cpc_bid_ceiling_micros,INT64
campaign.target_roas.cpc_bid_floor_micros,INT64
campaign.target_roas.target_roas,DOUBLE
campaign.target_spend.cpc_bid_ceiling_micros,INT64
campaign.target_spend.target_spend_micros,INT64
campaign.targeting_setting.target_restrictions,MESSAGE
campaign.tracking_setting.tracking_url,STRING
campaign.tracking_url_template,STRING
campaign.travel_campaign_settings.travel_account_id,INT64
campaign.url_custom_parameters,MESSAGE
campaign.url_expansion_opt_out,BOOLEAN
campaign.vanity_pharma.vanity_pharma_display_url_mode,ENUM
campaign.vanity_pharma.vanity_pharma_text,ENUM
campaign.video_brand_safety_suitability,ENUM
campaign_asset.asset,RESOURCE_NAME
campaign_asset.campaign,RESOURCE_NAME
campaign_asset.field_type,ENUM
campaign_asset.primary_status,ENUM
campaign_asset.primary_status_details,MESSAGE
campaign_asset.primary_status_reasons,ENUM
campaign_asset.resource_name,RESOURCE_NAME
campaign_asset.source,ENUM
campaign_asset.status,ENUM
campaign_asset_set.asset_set,RESOURCE_NAME
campaign_asset_set.campaign,RESOURCE_NAME
campaign_asset_set.resource_name,RESOURCE_NAME
campaign_asset_set.status,ENUM
campaign_audience_view.resource_name,RESOURCE_NAME
campaign_bid_modifier.bid_modifier,DOUBLE
campaign_bid_modifier.campaign,RESOURCE_NAME
campaign_bid_modifier.criterion_id,INT64
campaign_bid_modifier.interaction_type.type,ENUM
campaign_bid_modifier.resource_name,RESOURCE_NAME
campaign_budget.aligned_bidding_strategy_id,INT64
campaign_budget.amount_micros,INT64
campaign_budget.delivery_method,ENUM
campaign_budget.explicitly_shared,BOOLEAN
campaign_budget.has_recommended_budget,BOOLEAN
campaign_budget.id,INT64
campaign_budget.name,STRING
campaign_budget.period,ENUM
campaign_budget.recommended_budget_amount_micros,INT64
campaign_budget.recommended_budget_estimated_change_weekly_clicks,INT64
campaign_budget.recommended_budget_estimated_change_weekly_cost_micros,INT64
campaign_budget.recommended_budget_estimated_change_weekly_interactions,INT64
campaign_budget.recommended_budget_estimated_change_weekly_views,INT64
campaign_budget.reference_count,INT64
campaign_budget.resource_name,RESOURCE_NAME
campaign_budget.status,ENUM
campaign_budget.total_amount_micros,INT64
campaign_budget.type,ENUM
campaign_conversion_goal.biddable,BOOLEAN
campaign_conversion_goal.campaign,RESOURCE_NAME
campaign_conversion_goal.category,ENUM
campaign_conversion_goal.origin,ENUM
campaign_conversion_goal.resource_name,RESOURCE_NAME
campaign_criterion.ad_schedule.day_of_week,ENUM
campaign_criterion.ad_schedule.end_hour,INT32
campaign_criterion.ad_schedule.end_minute,ENUM
campaign_criterion.ad_schedule.start_hour,INT32
campaign_criterion.ad_schedule.start_minute,ENUM
campaign_criterion.age_range.type,ENUM
campaign_criterion.bid_modifier,FLOAT
campaign_criterion.campaign,RESOURCE_NAME
campaign_criterion.carrier.carrier_constant,RESOURCE_NAME
campaign_criterion.combined_audience.combined_audience,RESOURCE_NAME
campaign_criterion.content_label.type,ENUM
campaign_criterion.criterion_id,INT64
campaign_criterion.custom_affinity.custom_affinity,RESOURCE_NAME
campaign_criterion.custom_audience.custom_audience,RESOURCE_NAME
campaign_criterion.device.type,ENUM
campaign_criterion.display_name,STRING
campaign_criterion.gender.type,ENUM
campaign_criterion.income_range.type,ENUM
campaign_criterion.ip_block.ip_address,STRING
campaign_criterion.keyword.match_type,ENUM
campaign_criterion.keyword.text,STRING
campaign_criterion.keyword_theme.free_form_keyword_theme,STRING
campaign_criterion.keyword_theme.keyword_theme_constant,RESOURCE_NAME
campaign_criterion.language.language_constant,RESOURCE_NAME
campaign_criterion.listing_scope.dimensions,MESSAGE
campaign_criterion.listing_scope.dimensions.activity_country.value,RESOURCE_NAME
campaign_criterion.listing_scope.dimensions.hotel_city.city_criterion,RESOURCE_NAME
campaign_criterion.listing_scope.dimensions.hotel_country_region.country_region_criterion,RESOURCE_NAME
campaign_criterion.listing_scope.dimensions.hotel_state.state_criterion,RESOURCE_NAME
campaign_criterion.local_service_id.service_id,STRING
campaign_criterion.location.geo_target_constant,RESOURCE_NAME
campaign_criterion.location_group,MESSAGE
campaign_criterion.location_group.enable_customer_level_location_asset_set,BOOLEAN
campaign_criterion.location_group.feed,RESOURCE_NAME
campaign_criterion.location_group.geo_target_constants,RESOURCE_NAME
campaign_criterion.mobile_app_category.mobile_app_category_constant,RESOURCE_NAME
campaign_criterion.mobile_application.app_id,STRING
campaign_criterion.mobile_application.name,STRING
campaign_criterion.mobile_device.mobile_device_constant,RESOURCE_NAME
campaign_criterion.negative,BOOLEAN
campaign_criterion.operating_system_version.operating_system_version_constant,RESOURCE_NAME
campaign_criterion.parental_status.type,ENUM
campaign_criterion.placement.url,STRING
campaign_criterion.proximity.address.city_name,STRING
campaign_criterion.proximity.address.country_code,STRING
campaign_criterion.proximity.address.postal_code,STRING
campaign_criterion.proximity.address.province_code,STRING
campaign_criterion.proximity.address.province_name,STRING
campaign_criterion.proximity.address.street_address,STRING
campaign_criterion.proximity.geo_point.latitude_in_micro_degrees,INT32
campaign_criterion.proximity.geo_point.longitude_in_micro_degrees,INT32
campaign_criterion.proximity.radius,DOUBLE
campaign_criterion.proximity.radius_units,ENUM
campaign_criterion.resource_name,RESOURCE_NAME
campaign_criterion.status,ENUM
campaign_criterion.topic.path,STRING
campaign_criterion.topic.topic_constant,RESOURCE_NAME
campaign_criterion.type,ENUM
campaign_criterion.user_interest.user_interest_category,RESOURCE_NAME
campaign_criterion.user_list.user_list,RESOURCE_NAME
campaign_criterion.webpage.conditions,MESSAGE
campaign_criterion.webpage.coverage_percentage,DOUBLE
campaign_criterion.webpage.criterion_name,STRING
campaign_criterion.webpage.sample.sample_urls,STRING
campaign_criterion.youtube_channel.channel_id,STRING
campaign_criterion.youtube_video.video_id,STRING
campaign_criterion_simulation.bid_modifier_point_list.points,MESSAGE
campaign_criterion_simulation.campaign_id,INT64
campaign_criterion_simulation.criterion_id,INT64
campaign_criterion_simulation.end_date,DATE
campaign_criterion_simulation.modification_method,ENUM
campaign_criterion_simulation.resource_name,RESOURCE_NAME
campaign_criterion_simulation.start_date,DATE
campaign_criterion_simulation.type,ENUM
campaign_customizer.campaign,RESOURCE_NAME
campaign_customizer.customizer_attribute,RESOURCE_NAME
campaign_customizer.resource_name,RESOURCE_NAME
campaign_customizer.status,ENUM
campaign_customizer.value.string_value,STRING
campaign_customizer.value.type,ENUM
campaign_draft.base_campaign,RESOURCE_NAME
campaign_draft.draft_campaign,RESOURCE_NAME
campaign_draft.draft_id,INT64
campaign_draft.has_experiment_running,BOOLEAN
campaign_draft.long_running_operation,STRING
campaign_draft.name,STRING
campaign_draft.resource_name,RESOURCE_NAME
campaign_draft.status,ENUM
campaign_extension_setting.campaign,RESOURCE_NAME
campaign_extension_setting.device,ENUM
campaign_extension_setting.extension_feed_items,RESOURCE_NAME
campaign_extension_setting.extension_type,ENUM
campaign_extension_setting.resource_name,RESOURCE_NAME
campaign_feed.campaign,RESOURCE_NAME
campaign_feed.feed,RESOURCE_NAME
campaign_feed.matching_function.function_string,STRING
campaign_feed.matching_function.left_operands,MESSAGE
campaign_feed.matching_function.operator,ENUM
campaign_feed.matching_function.right_operands,MESSAGE
campaign_feed.placeholder_types,ENUM
campaign_feed.resource_name,RESOURCE_NAME
campaign_feed.status,ENUM
campaign_group.id,INT64
campaign_group.name,STRING
campaign_group.resource_name,RESOURCE_NAME
campaign_group.status,ENUM
campaign_label.campaign,RESOURCE_NAME
campaign_label.label,RESOURCE_NAME
campaign_label.resource_name,RESOURCE_NAME
campaign_shared_set.campaign,RESOURCE_NAME
campaign_shared_set.resource_name,RESOURCE_NAME
campaign_shared_set.shared_set,RESOURCE_NAME
campaign_shared_set.status,ENUM
campaign_simulation.budget_point_list.points,MESSAGE
campaign_simulation.campaign_id,INT64
campaign_simulation.cpc_bid_point_list.points,MESSAGE
campaign_simulation.end_date,DATE
campaign_simulation.modification_method,ENUM
campaign_simulation.resource_name,RESOURCE_NAME
campaign_simulation.start_date,DATE
campaign_simulation.target_cpa_point_list.points,MESSAGE
campaign_simulation.target_impression_share_point_list.points,MESSAGE
campaign_simulation.target_roas_point_list.points,MESSAGE
campaign_simulation.type,ENUM
carrier_constant.country_code,STRING
carrier_constant.id,INT64
carrier_constant.name,STRING
carrier_constant.resource_name,RESOURCE_NAME
change_event.ad_group,RESOURCE_NAME
change_event.asset,RESOURCE_NAME
